Crash Year,Crash Month,Crash Day,Time of Day,Day of Week,City or Township,Crash: Motorway,Crash: Hit-and-Run,Lighting Conditions,Weather Conditions (2021+),Speed Limit at Crash Site,Worst Injury in Crash,Party Type,Person Age,Person Gender
2015,June,9,5:00 PM - 6:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,35,Suspected serious injury (A),Motor vehicle driver,24,Male
2015,July,9,7:00 PM - 8:00 PM,Friday,United Kingdom: Wood Haven,Non motorway crash,Not hit-and-run,Daylight,Female,40,Suspected minor injury (B),Motor vehicle driver,67,Male
2015,July,9,9:00 PM - 10:00 PM,Friday,United Kingdom: Greater Manchester,Motorway crash,Not hit-and-run,Dark lighted,Female,45,Suspected serious injury (A),Motor vehicle driver,52,Male
2015,September,9,7:00 PM - 8:00 PM,Thursday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,28,Female
2015,October,9,12:00 noon - 1:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,25,No injury (O),Motor vehicle driver,27,Male
2015,October,9,2:00 PM - 3:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,60,Male
2015,October,9,4:00 PM - 5:00 PM,Saturday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,35,No injury (O),Motor vehicle driver,28,Female
2015,October,9,12:00 midnight - 1:00 AM,Saturday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,35,Possible injury (C),Motor vehicle driver,28,Female
2015,November,9,9:00 PM - 10:00 PM,Tuesday,United Kingdom: Sheffield,Non motorway crash,Not hit-and-run,Dark lighted,Female,45,Fatal injury (K),Motor vehicle driver,53,Male
2015,November,9,3:00 PM - 4:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,24,Male
2015,November,9,7:00 PM - 8:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,25,Suspected serious injury (A),Motor vehicle driver,28,Female
2015,December,9,4:00 PM - 5:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,No injury (O),Motor vehicle driver,31,Female
2015,December,9,3:00 PM - 4:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,70,Male
2015,January,10,9:00 AM - 10:00 AM,Sunday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,19,Male
2015,February,10,3:00 PM - 4:00 PM,Wednesday,United Kingdom: Ecorse,Motorway crash,Not hit-and-run,Daylight,Female,35,No injury (O),Motor vehicle driver,21,Female
2015,March,10,3:00 PM - 4:00 PM,Wednesday,United Kingdom: Wayne,Non motorway crash,Not hit-and-run,Daylight,Female,25,Suspected serious injury (A),Motor vehicle driver,43,Male
2015,April,10,8:00 PM - 9:00 PM,Saturday,United Kingdom: Lincoln Twp.,Non motorway crash,Not hit-and-run,Dusk,Female,45,Suspected serious injury (A),Motor vehicle driver,17,Male
2015,April,10,1:00 PM - 2:00 PM,Saturday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,30,No injury (O),Motor vehicle driver,47,Female
2015,June,10,7:00 AM - 8:00 AM,Thursday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2015,July,10,12:00 noon - 1:00 PM,Saturday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,35,Suspected minor injury (B),Motor vehicle driver,28,Female
2015,August,10,7:00 PM - 8:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,30,Suspected serious injury (A),Motor vehicle driver,19,Male
2015,August,10,2:00 PM - 3:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,20,No injury (O),Motor vehicle driver,52,Male
2015,August,10,2:00 PM - 3:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,Female,No injury (O),Motor vehicle driver,65,Male
2015,August,10,3:00 PM - 4:00 PM,Tuesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,No injury (O),Motor vehicle driver,79,Male
2015,September,10,12:00 noon - 1:00 PM,Friday,United Kingdom: River Rouge,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,52,Male
2015,September,10,8:00 AM - 9:00 AM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,35,Female
2015,October,10,1:00 PM - 2:00 PM,Sunday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,54,Male
2015,October,10,2:00 AM - 3:00 AM,Sunday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,25,Suspected serious injury (A),Motor vehicle driver,28,Male
2015,October,10,7:00 PM - 8:00 PM,Sunday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Other / unknown,Female,25,No injury (O),Motor vehicle driver,28,Female
2015,November,10,1:00 PM - 2:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,35,No injury (O),Motor vehicle driver,69,Female
2015,November,10,6:00 PM - 7:00 PM,Wednesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Female,30,Suspected minor injury (B),Motor vehicle driver,91,Male
2015,December,10,12:00 noon - 1:00 PM,Friday,United Kingdom: Luton,Non motorway crash,Not hit-and-run,Daylight,Female,35,Fatal injury (K),Motor vehicle driver,41,Male
2015,December,10,5:00 PM - 6:00 PM,Friday,United Kingdom: Derby,Non motorway crash,Not hit-and-run,Dark unlighted,Female,25,Suspected serious injury (A),Motor vehicle driver,69,Male
2015,December,10,2:00 PM - 3:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dawn,Female,Female,Possible injury (C),Motor vehicle driver,52,Male
2015,December,10,2:00 PM - 3:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dawn,Female,Female,Possible injury (C),Motor vehicle driver,28,Male
2015,January,11,6:00 PM - 7:00 PM,Monday,United Kingdom: Sheffield,Motorway crash,Not hit-and-run,Dark lighted,Female,35,Fatal injury (K),Motor vehicle driver,54,Male
2015,January,11,3:00 PM - 4:00 PM,Monday,United Kingdom: Highland Park,Motorway crash,Not hit-and-run,Daylight,Female,30,No injury (O),Motor vehicle driver,33,Male
2015,January,11,4:00 PM - 5:00 PM,Monday,United Kingdom: Wolverhampton,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,65,Male
2015,January,11,2:00 PM - 3:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Suspected serious injury (A),Motor vehicle driver,28,Female
2015,February,11,1:00 PM - 2:00 PM,Thursday,United Kingdom: Lincoln Park,Motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,55,Male
2015,February,11,6:00 PM - 7:00 PM,Thursday,United Kingdom: Derby,Motorway crash,Hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,44,Male
2015,February,11,6:00 AM - 7:00 AM,Thursday,United Kingdom: Derby,Motorway crash,Hit-and-run,Dark unlighted,Female,25,No injury (O),Motor vehicle driver,28,Male
2015,March,11,7:00 PM - 8:00 PM,Thursday,United Kingdom: Derby,Non motorway crash,Not hit-and-run,Dark lighted,Female,40,Suspected minor injury (B),Motor vehicle driver,60,Male
2015,March,11,1:00 PM - 2:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Suspected serious injury (A),Motor vehicle driver,19,Male
2015,March,11,4:00 PM - 5:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Suspected serious injury (A),Motor vehicle driver,53,Male
2015,March,11,8:00 AM - 9:00 AM,Thursday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,44,Female
2015,April,11,3:00 PM - 4:00 PM,Sunday,United Kingdom: Lincoln,Motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,24,Female
2015,May,11,11:00 AM - 12:00 noon,Tuesday,United Kingdom: Wolverhampton,Motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,27,Female
2015,June,11,3:00 PM - 4:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,30,Suspected serious injury (A),Motor vehicle driver,34,Female
2015,June,11,3:00 PM - 4:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,30,Suspected serious injury (A),Motor vehicle driver,44,Male
2015,June,11,9:00 PM - 10:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,30,Suspected minor injury (B),Motor vehicle driver,24,Female
2015,June,11,12:00 noon - 1:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,Female,Possible injury (C),Motor vehicle driver,28,Female
2015,June,11,12:00 noon - 1:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,Female,No injury (O),Motor vehicle driver,28,Female
2015,August,11,4:00 PM - 5:00 PM,Wednesday,United Kingdom: Plymouth Twp.,Motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2015,August,11,2:00 PM - 3:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,Female,No injury (O),Motor vehicle driver,28,Female
2015,September,11,7:00 PM - 8:00 PM,Saturday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,Female,No injury (O),Motor vehicle driver,28,Female
2015,October,11,4:00 PM - 5:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,58,Male
2015,November,11,6:00 AM - 7:00 AM,Thursday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,35,Fatal injury (K),Motor vehicle driver,45,Female
2015,November,11,8:00 AM - 9:00 AM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Suspected serious injury (A),Motor vehicle driver,63,Female
2015,December,11,5:00 PM - 6:00 PM,Saturday,United Kingdom: Thursk,Non motorway crash,Hit-and-run,Dark lighted,Female,10,Suspected minor injury (B),Motor vehicle driver,19,Male
2015,December,11,2:00 AM - 3:00 AM,Saturday,United Kingdom: Thursk,Non motorway crash,Hit-and-run,Dark lighted,Female,25,Possible injury (C),Motor vehicle driver,22,Female
2015,December,11,10:00 PM - 11:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Female,30,Possible injury (C),Motor vehicle driver,40,Male
2015,December,11,6:00 PM - 7:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dusk,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2015,January,12,4:00 PM - 5:00 PM,Tuesday,United Kingdom: Bradford,Motorway crash,Not hit-and-run,Daylight,Female,40,Suspected serious injury (A),Motor vehicle driver,37,Male
2015,January,12,3:00 PM - 4:00 PM,Tuesday,United Kingdom: Westland,Motorway crash,Not hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,26,Male
2015,January,12,6:00 PM - 7:00 PM,Tuesday,United Kingdom: Wolverhampton,Motorway crash,Not hit-and-run,Dark lighted,Female,25,Possible injury (C),Motor vehicle driver,55,Female
2015,March,12,10:00 PM - 11:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark unlighted,Female,20,Possible injury (C),Motor vehicle driver,23,Male
2015,March,12,10:00 PM - 11:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark unlighted,Female,20,Possible injury (C),Motor vehicle driver,59,Male
2015,April,12,3:00 PM - 4:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,No injury (O),Motor vehicle driver,28,Female
2015,May,12,3:00 PM - 4:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,40,Suspected serious injury (A),Motor vehicle driver,73,Female
2015,May,12,2:00 PM - 3:00 PM,Wednesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,60,Male
2015,June,12,4:00 PM - 5:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,25,Suspected serious injury (A),Motor vehicle driver,28,Male
2015,July,12,3:00 PM - 4:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2015,October,12,10:00 AM - 11:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,30,Possible injury (C),Motor vehicle driver,28,Male
2015,October,12,3:00 PM - 4:00 PM,Tuesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,84,Female
2015,October,12,7:00 AM - 8:00 AM,Tuesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dawn,Female,35,Possible injury (C),Motor vehicle driver,35,Female
2015,November,12,2:00 PM - 3:00 PM,Friday,United Kingdom: Melvindale,Non motorway crash,Not hit-and-run,Daylight,Female,25,Suspected serious injury (A),Motor vehicle driver,57,Female
2015,November,12,5:00 PM - 6:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,No injury (O),Motor vehicle driver,64,Male
2015,November,12,3:00 AM - 4:00 AM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,15,No injury (O),Motor vehicle driver,27,Male
2015,November,12,4:00 PM - 5:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,66,Male
2015,November,12,2:00 PM - 3:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,35,No injury (O),Motor vehicle driver,28,Female
2015,December,12,4:00 PM - 5:00 PM,Sunday,United Kingdom: Plymouth Twp.,Non motorway crash,Not hit-and-run,Dark unlighted,Female,70,Suspected minor injury (B),Motor vehicle driver,19,Male
2015,December,12,4:00 PM - 5:00 PM,Sunday,United Kingdom: Plymouth Twp.,Non motorway crash,Not hit-and-run,Dark unlighted,Female,70,Suspected minor injury (B),Motor vehicle driver,28,Female
2015,December,12,4:00 AM - 5:00 AM,Sunday,United Kingdom: Wolverhampton Heights,Non motorway crash,Not hit-and-run,Dark lighted,Female,40,Suspected minor injury (B),Motor vehicle driver,33,Female
2015,December,12,4:00 AM - 5:00 AM,Sunday,United Kingdom: Wolverhampton Heights,Non motorway crash,Not hit-and-run,Dark lighted,Female,40,Suspected minor injury (B),Motor vehicle driver,28,Female
2015,December,12,3:00 AM - 4:00 AM,Sunday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,35,Suspected minor injury (B),Motor vehicle driver,23,Male
2015,December,12,4:00 PM - 5:00 PM,Sunday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,40,Suspected minor injury (B),Motor vehicle driver,53,Male
2015,December,12,5:00 PM - 6:00 PM,Sunday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Female,35,Possible injury (C),Motor vehicle driver,23,Female
2015,December,12,5:00 PM - 6:00 PM,Sunday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Female,35,Possible injury (C),Motor vehicle driver,41,Male
2015,January,13,3:00 PM - 4:00 PM,Wednesday,United Kingdom: Wayne,Motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,20,Female
2015,January,13,9:00 AM - 10:00 AM,Wednesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,31,Female
2015,February,13,7:00 PM - 8:00 PM,Saturday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark unlighted,Female,Female,Suspected minor injury (B),Motor vehicle driver,28,Female
2015,March,13,6:00 AM - 7:00 AM,Saturday,United Kingdom: East London,Motorway crash,Hit-and-run,Dark lighted,Female,25,No injury (O),Motor vehicle driver,28,Female
2015,March,13,6:00 PM - 7:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Female,30,Possible injury (C),Motor vehicle driver,50,Male
2015,March,13,7:00 PM - 8:00 PM,Saturday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,35,Suspected minor injury (B),Motor vehicle driver,28,Male
2015,April,13,7:00 PM - 8:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,18,Male
2015,May,13,10:00 AM - 11:00 AM,Thursday,United Kingdom: Brownstown Twp.,Non motorway crash,Not hit-and-run,Daylight,Female,70,Fatal injury (K),Motor vehicle driver,32,Male
2015,May,13,11:00 AM - 12:00 noon,Thursday,United Kingdom: River Rouge,Non motorway crash,Hit-and-run,Daylight,Female,25,Fatal injury (K),Motor vehicle driver,73,Male
2015,June,13,1:00 AM - 2:00 AM,Sunday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Female,30,Fatal injury (K),Motor vehicle driver,36,Male
2015,July,13,1:00 PM - 2:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,40,Male
2015,July,13,1:00 PM - 2:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2015,July,13,4:00 AM - 5:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark unlighted,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2015,August,13,7:00 PM - 8:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,Female,Suspected serious injury (A),Motor vehicle driver,28,Male
2015,August,13,8:00 AM - 9:00 AM,Friday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,25,Suspected serious injury (A),Motor vehicle driver,28,Female
2015,September,13,12:00 midnight - 1:00 AM,Monday,United Kingdom: Solihull,Motorway crash,Hit-and-run,Dark lighted,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2015,September,13,7:00 AM - 8:00 AM,Monday,United Kingdom: Wolverhampton Heights,Motorway crash,Not hit-and-run,Daylight,Female,25,Suspected serious injury (A),Motor vehicle driver,93,Male
2015,September,13,4:00 PM - 5:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Male
2015,October,13,5:00 PM - 6:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,35,Suspected serious injury (A),Motor vehicle driver,56,Female
2015,October,13,3:00 PM - 4:00 PM,Wednesday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,45,Possible injury (C),Motor vehicle driver,40,Male
2015,October,13,7:00 PM - 8:00 PM,Wednesday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,35,Suspected minor injury (B),Motor vehicle driver,28,Female
2015,December,13,9:00 AM - 10:00 AM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,40,Suspected minor injury (B),Motor vehicle driver,62,Male
2015,December,13,9:00 AM - 10:00 AM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,40,Suspected minor injury (B),Motor vehicle driver,28,Male
2015,December,13,7:00 PM - 8:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,35,No injury (O),Motor vehicle driver,28,Female
2015,January,14,9:00 AM - 10:00 AM,Thursday,United Kingdom: Dewsbury,Motorway crash,Hit-and-run,Daylight,Female,40,Possible injury (C),Motor vehicle driver,28,Female
2015,January,14,7:00 PM - 8:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Female,30,Possible injury (C),Motor vehicle driver,52,Female
2015,January,14,10:00 AM - 11:00 AM,Thursday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2015,March,14,4:00 PM - 5:00 PM,Sunday,United Kingdom: Highland Park,Non motorway crash,Not hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,46,Male
2015,March,14,4:00 PM - 5:00 PM,Sunday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,55,Suspected minor injury (B),Motor vehicle driver,24,Male
2015,March,14,4:00 PM - 5:00 PM,Sunday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,55,Suspected minor injury (B),Motor vehicle driver,28,Female
2015,April,14,6:00 PM - 7:00 PM,Wednesday,United Kingdom: Thursk,Non motorway crash,Not hit-and-run,Daylight,Female,Female,Suspected minor injury (B),Motor vehicle driver,24,Male
2015,April,14,8:00 PM - 9:00 PM,Wednesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,No injury (O),Motor vehicle driver,43,Male
2015,April,14,8:00 AM - 9:00 AM,Wednesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,44,Female
2015,April,14,3:00 PM - 4:00 PM,Wednesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Suspected minor injury (B),Motor vehicle driver,66,Male
2015,April,14,6:00 PM - 7:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,Female,Suspected serious injury (A),Motor vehicle driver,28,Male
2015,April,14,4:00 PM - 5:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2015,April,14,10:00 PM - 11:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,30,Suspected minor injury (B),Motor vehicle driver,29,Male
2015,May,14,6:00 PM - 7:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,No injury (O),Motor vehicle driver,52,Female
2015,July,14,2:00 PM - 3:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,33,Female
2015,August,14,2:00 PM - 3:00 PM,Saturday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2015,August,14,8:00 PM - 9:00 PM,Saturday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Suspected serious injury (A),Motor vehicle driver,28,Female
2015,September,14,7:00 AM - 8:00 AM,Tuesday,United Kingdom: Manchester,Non motorway crash,Hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2015,September,14,4:00 PM - 5:00 PM,Tuesday,United Kingdom: Wolverhampton Heights,Motorway crash,Not hit-and-run,Daylight,Female,40,Suspected minor injury (B),Motor vehicle driver,58,Male
2015,October,14,7:00 AM - 8:00 AM,Thursday,United Kingdom: Wolverhampton Heights,Motorway crash,Not hit-and-run,Dawn,Female,45,Possible injury (C),Motor vehicle driver,47,Female
2015,October,14,5:00 PM - 6:00 PM,Thursday,United Kingdom: Wolverhampton,Non motorway crash,Not hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,37,Female
2015,November,14,2:00 AM - 3:00 AM,Sunday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,20,Suspected serious injury (A),Motor vehicle driver,28,Female
2015,December,14,6:00 AM - 7:00 AM,Tuesday,United Kingdom: Plymouth Twp.,Motorway crash,Hit-and-run,Dark unlighted,Female,35,Suspected minor injury (B),Motor vehicle driver,28,Female
2015,December,14,3:00 PM - 4:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,74,Male
2015,December,14,9:00 AM - 10:00 AM,Tuesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,19,Female
2015,December,14,9:00 AM - 10:00 AM,Tuesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,30,Female
2015,December,14,9:00 AM - 10:00 AM,Tuesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,31,Female
2015,January,15,7:00 AM - 8:00 AM,Friday,United Kingdom: Westland,Motorway crash,Not hit-and-run,Dark lighted,Female,25,Suspected minor injury (B),Motor vehicle driver,50,Female
2015,January,15,7:00 AM - 8:00 AM,Friday,United Kingdom: Wolverhampton,Non motorway crash,Not hit-and-run,Dark lighted,Female,45,Suspected minor injury (B),Motor vehicle driver,50,Female
2015,January,15,6:00 PM - 7:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,35,No injury (O),Motor vehicle driver,39,Female
2015,February,15,10:00 PM - 11:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark unlighted,Female,Female,Possible injury (C),Motor vehicle driver,42,Male
2015,March,15,4:00 PM - 5:00 PM,Monday,United Kingdom: Canterbury Twp.,Non motorway crash,Not hit-and-run,Daylight,Female,5,Possible injury (C),Motor vehicle driver,36,Female
2015,March,15,1:00 PM - 2:00 PM,Monday,United Kingdom: Wolverhampton,Non motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,30,Female
2015,March,15,12:00 noon - 1:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,35,Fatal injury (K),Motor vehicle driver,28,Male
2015,April,15,11:00 AM - 12:00 noon,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,No injury (O),Motor vehicle driver,20,Female
2015,May,15,6:00 PM - 7:00 PM,Saturday,United Kingdom: Dewsbury,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,49,Male
2015,June,15,3:00 PM - 4:00 PM,Tuesday,United Kingdom: Wolverhampton Heights,Non motorway crash,Not hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,80,Female
2015,July,15,5:00 AM - 6:00 AM,Thursday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
